"","text","retweet_count","favorited","truncated","id_str","in_reply_to_screen_name","source","retweeted","created_at","in_reply_to_status_id_str","in_reply_to_user_id_str","lang","listed_count","verified","location","user_id_str","description","geo_enabled","user_created_at","statuses_count","followers_count","favourites_count","protected","user_url","name","time_zone","user_lang","utc_offset","friends_count","screen_name","country_code","country","place_type","full_name","place_name","place_id","place_lat","place_lon","lat","lon","expanded_url","url"
"29107","Waking up in the Hobart Lax house looking out over Seneca lake with a ring on my finger that says National Champion… https://t.co/kg5jmgQo60",0,FALSE,TRUE,"806259520104255489",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Tue Dec 06 22:10:23 +0000 2016",NA,NA,"en",1,FALSE,"Lancaster, NY","1067104974","J.H.E. || Lancaster Fed || Committed to @Hobartlacrosse '22",TRUE,"Mon Jan 07 01:01:33 +0000 2013",3382,864,6983,FALSE,"http://www.hudl.com/athlete/7413376/highlights","Bryce Benham","Eastern Time (US & Canada)","en",-18000,401,"bbeerice213","US","United States","city","Lancaster, NY",NA,NA,42.910005,-78.6372695,NA,NA,"https://twitter.com/Khailaaaa_/status/806269029472149504","https://t.co/kg5jmgQo60"
"29120","Sometimes owning a dog you can't do something or they're pains in the ass but cominghome to an excited dog is the bestthing ever every time",0,FALSE,FALSE,"806259527695863808",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 22:10:25 +0000 2016",NA,NA,"en",7,FALSE,"Austin, TX","501272896","The University Of Texas.  Texas Alpha F<U+039A><U+03A8>",TRUE,"Fri Feb 24 00:04:28 +0000 2012",15843,525,2963,FALSE,NA,"THE KYLE HARMON","Central Time (US & Canada)","en",-21600,252,"TheKyleHarmon15","US","United States","city","Austin, TX",NA,NA,30.3233455,-97.754724,NA,NA,NA,NA
"29121","@milksagoata I luv ur dog so much",0,FALSE,FALSE,"806259527079301120","milksagoata","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 22:10:25 +0000 2016","806231727907733505","296976234","en",11,FALSE,"Nashville, TN","790845013","<U+0633><U+0644><U+0627><U+0645> <U+262E><U+FE0F><ed><U+00A0><U+00BC><ed><U+00BC><U+008D>",TRUE,"Thu Aug 30 04:48:07 +0000 2012",11110,281,20993,FALSE,NA,"Cami",NA,"en",NA,226,"camissole","US","United States","city","Nashville, TN",NA,NA,36.200008,-86.791549,NA,NA,NA,NA
"29144","@sickhugoo12 lmao I found you dog <ed><U+00A0><U+00BD><ed><U+00B0><U+00B6><ed><U+00A0><U+00BD><ed><U+00B0><U+00B6> https://t.co/bkev3J6kie",0,FALSE,FALSE,"806259541721628673","sickhugoo12","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 22:10:28 +0000 2016",NA,"1872167312","en",2,FALSE,"Want to be in your pants ","101574609",NA,TRUE,"Sun Jan 03 21:15:48 +0000 2010",7478,531,1897,FALSE,NA,"Leo","Mountain Time (US & Canada)","en",-25200,704,"LeoCardenas0117","US","United States","city","Denver, CO",NA,NA,39.713563,-104.9220935,NA,NA,NA,NA
"29196","On the other hand restaurants get a lot of no-shows https://t.co/Gpuij3fu64",0,FALSE,FALSE,"806259568623964161",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 22:10:35 +0000 2016",NA,NA,"en",701,TRUE,"New Jersey","17744829","Skift Executive Editor, founding member of the Skift team, online travel trend-vetter, journalist.",TRUE,"Sun Nov 30 00:05:04 +0000 2008",22148,14100,3061,FALSE,"http://www.skift.com","Dennis Schaal","Eastern Time (US & Canada)","en",-18000,440,"denschaal","US","United States","city","Manhattan, NY",NA,NA,40.780709,-73.9685415,NA,NA,"http://youtu.be/D-UmfqFjpl0?a","https://t.co/Gpuij3fu64"
"29214","This is why I want to go to this school. this right here.  https://t.co/r96oW8fqnX",0,FALSE,FALSE,"806259579017379840",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 22:10:37 +0000 2016",NA,NA,"en",8,FALSE,"Carolina Beach, NC","2650243648","snap:skylar_sessoms ahs",TRUE,"Sat Jun 28 13:57:47 +0000 2014",9294,472,11023,FALSE,NA,"skylar","Pacific Time (US & Canada)","en",-28800,1187,"samanthasky13","US","United States","city","Sea Breeze, NC",NA,NA,34.0706725,-77.9022395,NA,NA,"http://www.mnn.com/family/pets/stories/most-dog-friendly-airports-us","https://t.co/r96oW8fqnX"
"29234","I have so many dog pics
He's super tired so I'm just fuckin with him",0,FALSE,FALSE,"806259593571606528",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 22:10:41 +0000 2016",NA,NA,"en",13,FALSE,"Vermont - New York","1147163696","numb",TRUE,"Mon Feb 04 05:55:53 +0000 2013",85221,1401,23734,FALSE,"https://curiouscat.me/papa","liam <ed><U+00A0><U+00BC><ed><U+00BC><U+00A7>","Eastern Time (US & Canada)","en",-18000,477,"EauxMyGod","US","United States","city","Burlington, VT",NA,NA,44.4925995,-73.2257725,NA,NA,NA,NA
"29240","The shop dog is top dog... even at naptime <ed><U+00A0><U+00BD><ed><U+00B0><U+00B6> @ Zapata Auto Service LLC https://t.co/oLSQeEahZF",0,FALSE,FALSE,"806259597954650112",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",FALSE,"Tue Dec 06 22:10:42 +0000 2016",NA,NA,"en",3,FALSE,"Missouri","434723800","LGBT Kingpin, Musician, Electronics Nerd, Keeper Of The Flame.",TRUE,"Mon Dec 12 07:05:02 +0000 2011",8713,601,291,FALSE,"http://www.youtube.com/progayagenda","Lance Magic","Mountain Time (US & Canada)","en",-25200,1971,"thelancemagic","US","United States","admin","Wisconsin, USA",NA,NA,44.900818,-89.5694915,43.030624,-89.40079732,"http://www.doglost.co.uk/dog-blog.php?dogId=79373#.WEc0-aKLRIY","https://t.co/oLSQeEahZF"
"29295","your favorite puppy https://t.co/cZOXKdPe0f",0,FALSE,FALSE,"806259634600345600",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 22:10:51 +0000 2016",NA,NA,"en",3,FALSE,"Pittsburgh, PA","2532112077","not your bitch",TRUE,"Tue May 06 01:55:17 +0000 2014",3247,294,9204,FALSE,"https://youtu.be/LsA84bXrBZw","lily",NA,"en",NA,423,"lilysticha","US","United States","city","McMurray, PA",NA,NA,40.270996,-80.062179,NA,NA,NA,NA
"29396","I hate that my mom says ""pup"" instead of ""dog""",0,FALSE,FALSE,"806259701922938880",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 22:11:07 +0000 2016",NA,NA,"en",4,FALSE,NA,"1599548502","// queen of vinyl \\ |casting spells and what not|",TRUE,"Wed Jul 17 00:16:06 +0000 2013",10553,591,5615,FALSE,NA,"hay","Pacific Time (US & Canada)","en",-28800,384,"_hayley_marie22","US","United States","city","Henderson, NV",NA,NA,36.006256,-115.038337,NA,NA,NA,NA
"29419","i want a german shepard or husky puppy<ed><U+00A0><U+00BD><ed><U+00B0><U+00B6><U+2764><U+FE0F>",0,FALSE,FALSE,"806259714908684288",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 22:11:10 +0000 2016",NA,NA,"en",1,FALSE,"Virginia, USA","2827589031","stafford high school, august 10th <U+2765>",TRUE,"Mon Oct 13 15:45:01 +0000 2014",27826,467,4634,FALSE,NA,"haley brooke<U+231B><U+FE0F>",NA,"en",NA,453,"haleyybrookee67","US","United States","admin","Virginia, USA",NA,NA,38.0033755,-79.420865,NA,NA,NA,NA
"29439","https://t.co/o723BqLo4P https://t.co/8X1em4tbrM",0,FALSE,FALSE,"806259726887555073",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Tue Dec 06 22:11:13 +0000 2016",NA,NA,"und",29,FALSE,"Chicopee,Ma","492741600","25% off - use coupon code- twitter4 check me out at:  http://www.etsy.com/shop/jewelryandmorebykat",TRUE,"Wed Feb 15 02:23:14 +0000 2012",25669,3233,0,FALSE,"http://www.etsy.com/shop/jewelryandmorebykat","Jewelry by Kat","Eastern Time (US & Canada)","en",-18000,4717,"jewelrybykat","US","United States","city","Chicopee, MA",NA,NA,42.1713475,-72.5702365,NA,NA,"http://vine.co/v/h2hBKJZnKUB","https://t.co/o723BqLo4P"
"29440","your favorite puppy https://t.co/s58Cv7yLV2",0,FALSE,FALSE,"806259726958923776",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 22:11:13 +0000 2016",NA,NA,"en",3,FALSE,"Pittsburgh, PA","2532112077","not your bitch",TRUE,"Tue May 06 01:55:17 +0000 2014",3247,294,9204,FALSE,"https://youtu.be/LsA84bXrBZw","lily",NA,"en",NA,423,"lilysticha","US","United States","city","McMurray, PA",NA,NA,40.270996,-80.062179,NA,NA,NA,NA
"29476","Lmao stole his bitch ass haha <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> https://t.co/0RHS4huFym",0,FALSE,FALSE,"806259754205151232",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 22:11:19 +0000 2016",NA,NA,"en",2,FALSE,"Livingstone College ","387240572","#LC19",TRUE,"Sat Oct 08 18:13:15 +0000 2011",53859,974,713,FALSE,NA,"Brentae Ridley","Central Time (US & Canada)","en",-21600,1333,"_BrentBrent","US","United States","city","Salisbury, NC",NA,NA,35.652669,-80.528713,NA,NA,"http://youtu.be/FIRT7lf8byw?a","https://t.co/0RHS4huFym"
"29503","@kadsmoller pancake puppy. It's not funny if I have to explain it Mads",0,FALSE,FALSE,"806259774224404480","kadsmoller","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 22:11:24 +0000 2016","806254530014769152","2620963650","en",2,FALSE,"probs asleep somewhere
","1965977160","literally afraid of her own shadow",TRUE,"Thu Oct 17 03:43:41 +0000 2013",3879,302,3620,FALSE,NA,"syd",NA,"en",NA,225,"numberoneSyd","US","United States","city","Missoula, MT",NA,NA,46.8791,-114.03115,NA,NA,NA,NA
"29510","Can't wait to go home Friday where free food and my dog await me <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>",0,FALSE,FALSE,"806259779719069696",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 22:11:25 +0000 2016",NA,NA,"en",5,FALSE,"Georgia","183365489","University of South Carolina '19 • GF<U+0392> • ATS • Southern Grown•Georgia Raised • go cocks •",TRUE,"Thu Aug 26 20:44:38 +0000 2010",2897,263,1281,FALSE,NA,"Mackenzie Heck","Quito","en",-18000,228,"mackleigh96","US","United States","admin","South Carolina, USA",NA,NA,33.6311395,-80.926628,NA,NA,NA,NA
"29549","(Slow Motion) Kangaroo With Dog in Headlock &amp; Owner Punches Kangaroo in Face. <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082> #video #funny… https://t.co/vBsVt5O9Bf",0,FALSE,FALSE,"806259806239674368",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",FALSE,"Tue Dec 06 22:11:32 +0000 2016",NA,NA,"en",113,FALSE,"United States","50355044","Custom Clothing & Hip Hop Music (Made in Virginia)",TRUE,"Wed Jun 24 16:33:47 +0000 2009",3817,622,327,FALSE,"http://www.zazzle.com/blockfampublishing/products","Tuff Az Empire","Eastern Time (US & Canada)","en",-18000,1225,"blockfament","US","United States","city","Newport News, VA",NA,NA,37.090301,-76.5078085,36.98837,-76.40918,"https://twitter.com/stevestfler/status/805982618667929601","https://t.co/vBsVt5O9Bf"
"29598","I'm not crying it's allergies https://t.co/LKgcOM39q3",0,FALSE,FALSE,"806259838464491524",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 22:11:39 +0000 2016",NA,NA,"en",0,FALSE,NA,"700467137836556288","i wish i talked like a 19th century widow",TRUE,"Thu Feb 18 23:49:14 +0000 2016",523,161,983,FALSE,NA,"aunty meme",NA,"en",NA,475,"captainallyson","US","United States","city","Denton, TX",NA,NA,33.2024955,-97.1147705,NA,NA,"http://www.doglost.co.uk/dog-blog.php?dogId=108416#.WEcdyk3Hbz0.twitter","https://t.co/LKgcOM39q3"
"29599","I could do without the puppy if you're planning on getting me anything off my list!! <ed><U+00A0><U+00BD><ed><U+00B8><U+009C> @… https://t.co/gSLaNUikNm",0,FALSE,FALSE,"806259839022157829",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",FALSE,"Tue Dec 06 22:11:39 +0000 2016",NA,NA,"en",7,FALSE,"United States","3950019378","Perfectly Posh Consultant • Stay/Work at home mom",TRUE,"Mon Oct 19 19:23:53 +0000 2015",284,44,7,FALSE,"http://poshbysara.com","Posh by Sara",NA,"en",NA,240,"posh_by_sara","US","United States","city","Lynnwood, WA",NA,NA,47.827984,-122.3001295,47.8279,-122.305,"http://dlvr.it/MqPPSl","https://t.co/gSLaNUikNm"
"29857","@yatta98 https://t.co/txgrPmnc6i",0,FALSE,FALSE,"806259998649184261","yatta98","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 22:12:17 +0000 2016",NA,"51940367","und",1,FALSE,"Elizabeth City, NC, USA","42302807",NA,TRUE,"Sun May 24 23:24:10 +0000 2009",2326,71,366,FALSE,NA,"Poppa Large",NA,"en",NA,162,"fonzee88","US","United States","admin","North Carolina, USA",NA,NA,35.1704985,-79.861034,NA,NA,"https://twitter.com/bubblestbh/status/805788403803582467","https://t.co/txgrPmnc6i"
"29859","Dog psychologists are going to have a field day with this one. People psychologists too! I… https://t.co/q1TMo3n23G",0,FALSE,FALSE,"806259999945138177",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",FALSE,"Tue Dec 06 22:12:18 +0000 2016",NA,NA,"en",1,FALSE,"Vista, CA USA","26617510","I'm a widow searching for joy in my sad circumstance & trying to trust God thru the process.",TRUE,"Wed Mar 25 22:57:07 +0000 2009",5141,249,2747,FALSE,"https://edgehillherbfarm.wordpress.com/","EdgehillHerbFarm","Pacific Time (US & Canada)","en",-28800,325,"KarenLEngland","US","United States","city","Vista, CA",NA,NA,33.1849205,-117.2397795,33.1936,-117.241,"https://twitter.com/AlsBoy/status/806268344294920192","https://t.co/q1TMo3n23G"
"29900","I don't care about marriage and I don't care about kids I DO CARE about getting the kickass job of my dreams &amp; owning a Dalmatian puppy",0,FALSE,FALSE,"806260031679266816",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 22:12:25 +0000 2016",NA,NA,"en",10,FALSE,"Hillsboro, MO","565983102","@ayo_djgee <ed><U+00A0><U+00BD><ed><U+00B2><U+008D>",TRUE,"Sun Apr 29 02:07:24 +0000 2012",41588,1052,19410,FALSE,NA,"Sophie","Eastern Time (US & Canada)","en",-18000,355,"loren_sophie","US","United States","city","Festus, MO",NA,NA,38.21504,-90.4467035,NA,NA,NA,NA
"30148","@FoxNews TRUMP WON. It's over so suck it up or get a frigging puppy.",0,FALSE,FALSE,"806260206095265792","FoxNews","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Tue Dec 06 22:13:07 +0000 2016","806259424050302976","1367531","en",0,FALSE,NA,"3246557545",NA,TRUE,"Tue Jun 16 05:18:41 +0000 2015",1115,52,2471,FALSE,NA,"lois love",NA,"en",NA,112,"pines_lois","US","United States","city","Oklahoma City, OK",NA,NA,35.4828435,-97.552161,NA,NA,NA,NA
"30153","At moms house, watching dads dog, dog barks so loud that she sets off the alarm and police came... Cmon Charles",0,FALSE,FALSE,"806260208288825344",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 22:13:07 +0000 2016",NA,NA,"en",0,FALSE,"St Paul, MN","2782014154","Dls '19 | insta ab.johnson",TRUE,"Wed Sep 24 00:58:37 +0000 2014",250,166,851,FALSE,NA,"Abby Johnson",NA,"en",NA,157,"buono1818","US","United States","city","St Paul, MN",NA,NA,44.9415155,-93.1056485,NA,NA,NA,NA
"30156","The fact that @JuliaRenea_97 and I hit a dog we could here it crying and under the car I started to cry we stop get out and the dog was just",0,FALSE,FALSE,"806260209400348672",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 22:13:08 +0000 2016",NA,NA,"en",3,FALSE,"lake charles ","568179568","sc: haileyls",TRUE,"Tue May 01 12:52:28 +0000 2012",16753,721,4989,FALSE,NA,"Hailey Stanley",NA,"en",NA,493,"haileylynn93","US","United States","city","Oakdale, LA",NA,NA,30.8146225,-92.6593535,NA,NA,NA,NA
"30171","Let em know!!! We don't play around <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B2><U+0080> https://t.co/UT8kJnKG1M",0,FALSE,FALSE,"806260214286741506",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 22:13:09 +0000 2016",NA,NA,"en",1,FALSE,NA,"2269748021","LRHS 18' <U+26BD><U+FE0F><U+26A1><U+FE0F>",TRUE,"Wed Jan 08 23:23:26 +0000 2014",933,179,864,FALSE,NA,"Carlos Jr",NA,"en",NA,339,"collier_12me","US","United States","admin","Maryland, USA",NA,NA,38.8051145,-77.2369685,NA,NA,"http://nypost.com/2016/12/02/trump-couldnt-have-made-a-better-pick-than-gen-mattis/","https://t.co/UT8kJnKG1M"
"30295","I'm probably gonna do this to my dog https://t.co/7J2VllCMZb",0,FALSE,FALSE,"806260291482882053",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 22:13:27 +0000 2016",NA,NA,"en",2,FALSE,NA,"361336585","*Insert clever cute quote here",TRUE,"Wed Aug 24 16:44:45 +0000 2011",13988,291,8979,FALSE,NA,"aleiya Grindle",NA,"en",NA,252,"AleiyaGrindle","US","United States","city","Maitland, FL",NA,NA,28.625735,-81.371775,NA,NA,"http://hyperurl.co/3aqjhl?EFaq","https://t.co/7J2VllCMZb"
"30358","My dad hung up on me because I told him that I was more excited to see the dog than him",0,FALSE,FALSE,"806260332691763200",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 22:13:37 +0000 2016",NA,NA,"en",1,FALSE,"spreading holiday cheer","533892294","Merry Christmas ya filthy animals, love Santa's favorite ho | sc: ohsnapitzkayla",TRUE,"Fri Mar 23 03:09:31 +0000 2012",8492,389,3418,FALSE,NA,"rudolph<ed><U+00A0><U+00BC><ed><U+00BE><U+0084>","Arizona","en",-25200,360,"Kayyla_14","US","United States","city","Pullman, WA",NA,NA,46.730822,-117.1542695,NA,NA,NA,NA
"30430","i dont like anyone who expect me to treat me like they the best then treat me like dog shit and tell everyone how great they are to me.",0,FALSE,FALSE,"806260390057254913",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Tue Dec 06 22:13:51 +0000 2016",NA,NA,"en",56,FALSE,NA,"216476151","u need a compass to find me",TRUE,"Tue Nov 16 20:51:04 +0000 2010",127568,733,9650,FALSE,NA,"feR","Pacific Time (US & Canada)","en",-28800,1433,"jhoppper23","US","United States","admin","California, USA",NA,NA,37.2691755,-119.3066075,NA,NA,NA,NA
"30501","I am for sure getting a dog soon no questions asked",0,FALSE,FALSE,"806260446785310720",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 22:14:04 +0000 2016",NA,NA,"en",7,FALSE,"Cleveland//Columbus","1642915758","Swimmer at The Ohio State University",TRUE,"Sat Aug 03 14:26:40 +0000 2013",13243,567,10954,FALSE,"http://Instagram.com/mollywashko","molly washko","Hawaii","en",-36000,367,"MollyWashko","US","United States","city","Columbus, OH",NA,NA,39.9946835,-82.985772,NA,NA,NA,NA
"30502","#GeneralMattis once cheated death and death was ok with it #MAGA https://t.co/r6oaOzZ6N5",0,FALSE,FALSE,"806260446101643264",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Tue Dec 06 22:14:04 +0000 2016",NA,NA,"en",1,FALSE,"Central Illinois ","767484407473201152","Guns, Jeep, Liftin and Family",TRUE,"Sun Aug 21 22:11:56 +0000 2016",37,14,32,FALSE,NA,"Brody",NA,"en",NA,43,"RCAT93","US","United States","city","Sullivan, IL",NA,NA,39.5875855,-88.609216,NA,NA,"http://fxn.ws/2gYyVet","https://t.co/r6oaOzZ6N5"
"30544","#GeneralMattis once cheated death and death was ok with it #MAGA https://t.co/r6oaOzZ6N5",0,FALSE,FALSE,"806260446101643264",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Tue Dec 06 22:14:04 +0000 2016",NA,NA,"en",1,FALSE,"Central Illinois ","767484407473201152","Guns, Jeep, Liftin and Family",TRUE,"Sun Aug 21 22:11:56 +0000 2016",37,14,32,FALSE,NA,"Brody",NA,"en",NA,43,"RCAT93","US","United States","city","Sullivan, IL",NA,NA,39.5875855,-88.609216,NA,NA,"https://twitter.com/stiygma/status/758400223391649794","https://t.co/r6oaOzZ6N5"
"30614","I need this dog in my life https://t.co/61tuPh4eYu",0,FALSE,FALSE,"806260514007326721",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 22:14:20 +0000 2016",NA,NA,"en",4,FALSE,"•Elk Grove  CA•","308843321","Did it out of love, you don't owe me shit.",TRUE,"Wed Jun 01 02:55:49 +0000 2011",34446,4077,7582,FALSE,NA,"Mando","Pacific Time (US & Canada)","en",-28800,289,"Mandojrdeanda","US","United States","city","Elk Grove, CA",NA,NA,38.4215345,-121.3820915,NA,NA,NA,NA
"30641","@Rybay16 literally looks better than me with the puppy filter<ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>",0,FALSE,FALSE,"806260534299553792","Rybay16","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 22:14:25 +0000 2016",NA,"4886051155","en",2,FALSE,"KCMO","1214543467","archie, mo",TRUE,"Sun Feb 24 05:08:52 +0000 2013",7085,580,9265,FALSE,NA,"Cass","Central Time (US & Canada)","en",-21600,868,"Cassie_Lou15","US","United States","admin","Missouri, USA",NA,NA,38.3045585,-92.4367735,NA,NA,NA,NA
"30758","A dog supposed to hunt",0,FALSE,FALSE,"806260620047904774",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 22:14:46 +0000 2016",NA,NA,"en",9,FALSE,"Killeen, TX","605119141","MFN Kel$ #MadeFromNothing #PV17 #PartyAnimalz #CelticsNation #FreeCoby #FreeDada #Grind2x #LongLiveSlim <U+303D><U+FE0F><ed><U+00A0><U+00BC><ed><U+00B5><U+00B1><U+FE0F><ed><U+00A0><U+00BE><ed><U+00B4><U+0098><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE>",TRUE,"Mon Jun 11 04:44:44 +0000 2012",19668,1150,4414,FALSE,"https://soundcloud.com/kelsthemc/sets/open-book","N.W.A. <ed><U+00A0><U+00BD><ed><U+00B2><U+00A3>","Central Time (US & Canada)","en",-21600,883,"HueySeale","US","United States","city","Prairie View, TX",NA,NA,30.083158,-95.9901755,NA,NA,NA,NA
"30759","I guess Judy didn't want to inform me that she got a new PUPPY",0,FALSE,FALSE,"806260620601368576",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 22:14:46 +0000 2016",NA,NA,"en",3,FALSE,NA,"814075106","<U+2600><U+FE0F>422|RIP JLI, WH",TRUE,"Sun Sep 09 23:25:30 +0000 2012",3335,685,8425,FALSE,NA,"Nikki DiPilla","Eastern Time (US & Canada)","en",-18000,580,"Nik_Dip","US","United States","city","Worcester, MA",NA,NA,42.27576,-71.812438,NA,NA,NA,NA
"30986","Greyson didn't like this as much as his puppy filter, but he still had lots of fun with it. <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B2><U+0095> https://t.co/cbOXPqXRbF",0,FALSE,FALSE,"806260722376331268",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 22:15:10 +0000 2016",NA,NA,"en",20,FALSE,"Herrin, IL","858241950","18, @JLo, @saraevansmusic, @ddlovato! Jen and Sara follow! I wanna dance, and love, and Dance Again. -Jen <U+2764><U+FE0F><U+2764><U+FE0F>",TRUE,"Tue Oct 02 15:36:07 +0000 2012",44804,1930,12119,FALSE,NA,"Tra <U+2764><U+FE0F>","Central Time (US & Canada)","en",-21600,1460,"perfect_lopez69","US","United States","city","Herrin, IL",NA,NA,37.8104655,-89.0337225,NA,NA,NA,NA
"31007","Picking up little Max from overnight stay #surgery #GermanShepherd #puppy",0,FALSE,FALSE,"806260731616313344",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 22:15:12 +0000 2016",NA,NA,"en",83,FALSE,"Washington DC","17670232","Professor/lecturer Georgetown University. guest analyst MSNBC, CNN, CCTV World Insight. Sirius/XM radio. novelist. All tweets are my own views",TRUE,"Thu Nov 27 05:06:25 +0000 2008",25564,1083,5529,FALSE,"http://www.dangerfieldnewby.tumblr.com","Christopher Chambers","Eastern Time (US & Canada)","en",-18000,1327,"ProfChris","US","United States","poi","Friendship Hospital For Animals",NA,NA,38.949764,-77.081237,NA,NA,NA,NA
"31008","@HannahMolkenbur https://t.co/5YrMRa6dOH",0,FALSE,FALSE,"806260732341915648","HannahMolkenbur","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 22:15:12 +0000 2016",NA,"411548752","und",2,FALSE,"Missouri State","323287190",NA,TRUE,"Fri Jun 24 15:37:31 +0000 2011",1637,540,16144,FALSE,NA,"Addison Joseph","Central Time (US & Canada)","en",-21600,46,"AJayHust","US","United States","admin","Missouri, USA",NA,NA,38.3045585,-92.4367735,NA,NA,"https://twitter.com/i/web/status/806271177635299328","https://t.co/5YrMRa6dOH"
